名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path
縣斸之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"無草木,多文石,",prompt: 县斸之山，无草木覆盖的荒凉山脉，山体多为五彩斑斓的文石构成，石头纹理丰富细腻，如同天然的画卷。山间云雾缭绕，增添了几分神秘感。采用古代插画风格和传统中国美学的彩色水墨风格描绘，画面中可见山石嶙峋，色彩斑斓，仿佛是大自然鬼斧神工之作。,地名\山名\縣斸之山.png
栒狀之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多金玉,其下多青碧石,有獸焉,有鳥焉,𣲵水出焉,",prompt：《山海经》中的栒狀之山，山上金玉满布，山下青碧石丰富。山中有奇异的兽类和鸟类栖息，还有一条名为,地名\山名\栒狀之山.png
羽,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格的山景，山名为羽，山体巍峨挺拔，云雾缭绕，山间有翠绿的松树和奇石，山脚下有一条清澈的小溪，远处是连绵起伏的山脉，整个画面充满宁静与神秘感。,地名\山名\羽.png
𡺯崖,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"鍾山之東,",prompt: 位于钟山之东的𡺯崖，山势险峻，云雾缭绕，山间古木参天，瀑布飞泻而下。画面采用传统中国美学的彩色水墨风格，展现出山川的雄伟与秀美，远处钟山隐约可见，近处悬崖峭壁上生长着各种奇花异草，色彩丰富而和谐，仿佛仙境一般。,地名\山名\𡺯崖.png
嶽,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一座雄伟的山岳，云雾缭绕，山势险峻，峰峦叠嶂，山间有瀑布飞泻而下，山脚下有一条清澈的小溪。整座山呈现出一种神秘而又庄严的气息，山体以淡墨勾勒，山石纹理清晰可见，山腰处有几棵古松挺立，松枝遒劲有力。山间云雾用淡彩渲染，与山体形成鲜明对比，展现出中国传统山水画的独特韵味。,地名\山名\嶽.png
瑤碧之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其木多梓柟,其隂多青䨼,其陽多白金,有鳥焉,",prompt: 瑤碧之山，其木多梓柟，其隂多青䨼，其陽多白金，有鳥焉。请描绘一座古老而神秘的瑶碧之山，山中树木繁茂，以梓树和楠木为主，山的北面（阴面）生长着许多青色的矿石，南面（阳面）则蕴藏着丰富的白色金属矿藏。在山间飞翔着一种奇特的鸟，形态优美，羽毛色彩斑斓。整幅画面采用中国传统彩色水墨风格，融合古代插画元素，展现出浓厚的古典美学氛围。,地名\山名\瑤碧之山.png
羭次之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"漆水出焉,其上多棫橿,其下多竹箭,其隂多赤銅,其陽多嬰垣之玉,有獸焉,有鳥焉,",prompt: 羭次之山，山中漆水潺潺流淌而出，山上郁郁葱葱的棫树和橿树繁茂生长，山脚下则是成片翠绿的竹林。山的北面富含赤铜矿藏，而南面则遍布着珍贵的婴垣玉石。山中栖息着奇异的兽类与鸟类，它们或隐匿于密林之中，或翱翔于蓝天之下。整体画面采用传统中国美学的彩色水墨风格，笔触细腻、色彩淡雅，展现出羭次之山的神秘与美丽。,地名\山名\羭次之山.png
嶽崇之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格的嶽崇之山，云雾缭绕，山势险峻，古木参天，山间有瀑布飞泻而下，远处群峰连绵，近处有松柏挺立，画面中隐约可见古代文人墨客在山间小径上行走，感受自然之美。整幅画面以淡雅的青绿色调为主，透露出宁静祥和的气息。,地名\山名\嶽崇之山.png
陽帝之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"多美銅,其木多檀杻檿楮,其獸多麢麝,","prompt: 陽帝之山，多美銅,其木多檀杻檿楮,其獸多麢麝。请绘制一幅描绘阳帝之山的彩色水墨画，画面中要体现出丰富的铜矿资源，树木以檀、杻、檿、楮为主，枝繁叶茂，错落有致。山间林木间可见麢和麝等野生动物悠然自得地生活，展现出一派生机盎然的自然景象。整幅画作应融合传统中国美学，色彩典雅，线条流畅，充满诗意。",地名\山名\陽帝之山.png
倚帝之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多玉,其下多金,有獸焉,",prompt: 倚帝之山，山上玉石遍布，山下金矿丰富，山中栖息着奇异的神兽。画面采用传统中国美学的彩色水墨风格，山体雄伟险峻，云雾缭绕其间，山石以浓淡相宜的墨色勾勒，色彩斑斓的玉石点缀其间，金矿在阳光下闪烁着耀眼的光芒。一只神秘的神兽在山林间穿梭，其形态奇特，毛发如丝，眼睛炯炯有神，展现出一种超凡脱俗的气息。背景中，远山若隐若现，天空中飘浮着几朵祥云，营造出一种神秘而宁静的氛围。,地名\山名\倚帝之山.png
陽帝之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 陽帝之山，古代神话中的神秘山脉，云雾缭绕，山峰挺拔入云，山顶有金色光芒闪耀，仿佛是太阳的居所。山间古木参天，瀑布飞泻，溪流潺潺，奇花异草遍布，色彩斑斓。山脚下有古老的村落，村民们穿着传统服饰，正在进行祭祀仪式，向山神祈福。整幅画面采用彩色水墨风格，既有中国传统山水画的意境，又融入了神秘的神话元素。,地名\山名\陽帝之山.png
幽都之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"浴水出焉,",prompt: 幽都之山，山峰峻峭，云雾缭绕，山间有一条清澈的河流浴水潺潺而出，河岸两侧是茂密的古木和奇花异草。整幅画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，充满神秘而宁静的气息。,地名\山名\幽都之山.png
英鞮之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"上多漆木,下多金玉,鳥獸盡白,涴水出焉,",prompt：英鞮之山，山上生长着茂密的漆木，山脚下蕴藏着丰富的金玉矿藏，山中栖息着全身洁白的鸟兽，涴水从山中流淌而出，呈现出一幅祥和宁静的景象。请以古代插画风格和传统中国美学的彩色水墨风格绘制，展现出山林的幽静与神秘。,地名\山名\英鞮之山.png
餘峩之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多梓柟,其下多荆芑,雜余之水出焉,有獸焉,",prompt: 一座古老而神秘的山峰，名为餘峩之山，山上生长着茂密的梓树和楠木，山脚下则是荆棘和枸杞丛生。山中有一条清澈的溪流，名为雜余之水，蜿蜒流淌。在山林深处，隐藏着一种奇特的野兽，其形态独特，令人敬畏。整幅画面采用传统的中国水墨画风格，色彩淡雅，线条流畅，充满古朴的美感。,地名\山名\餘峩之山.png
獄法之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"瀤澤之水出焉,有獸焉,",prompt: 獄法之山，瀤澤之水出焉，有獸焉，山中云雾缭绕，古木参天，山脚下有一清澈的湖泊，湖水碧绿如玉，从山间流淌而出。山中有奇异兽类栖息，形态各异，或飞腾于空中，或潜伏于林间，呈现出一种神秘而古老的气息。整体画面采用传统中国美学的彩色水墨风格，色彩以青绿为主，辅以淡雅的墨色，展现出山川之美与自然之灵。,地名\山名\獄法之山.png
葱聾之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其中多大谷,多白堊黑青黃,",prompt: 一座名为葱聾之山的山脉，山中多大谷，色彩斑斓，白堊、黑青、黄等颜色交织其中，呈现出一幅壮丽的自然画卷。采用古代插画风格和传统中国美学的彩色水墨风格，细腻描绘山石纹理与色彩变化，展现其独特的地貌特征。,地名\山名\葱聾之山.png
長留之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其神白帝少昊居之,其獸皆文尾,其鳥皆文首,是多文玉石,實惟貟神磈氏之宮,",prompt: 长留之山，其神白帝少昊居之，其兽皆文尾，其鸟皆文首，是多文玉石，实惟圆神磈氏之宫。画面中，长留之山雄伟壮丽，山峦层叠，云雾缭绕。山顶上，白帝少昊端坐于宝座之上，身穿华丽的白色长袍，头戴金冠，面容庄严。山间林木茂盛，各种奇珍异兽穿梭其间，它们的尾巴上都装饰着美丽的花纹。天空中飞翔着各种奇异的鸟类，每一只鸟的头部都有精美的图案。山脚下散布着许多色彩斑斓的玉石，散发着柔和的光芒。整幅画面以传统的中国水墨风格呈现，色彩丰富而典雅，展现出浓厚的神话氛围。,地名\山名\長留之山.png
禹攻共工國山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格，禹攻共工国山，山势险峻，云雾缭绕，山间有古木参天，瀑布飞泻，山脚下是古老的战场遗迹，残破的战车和兵器散落其间，远处可以看到大禹治水的身影，他手持耒耜，身着古代服饰，神情坚定，背景为苍茫的天空和翻滚的云海，色彩以淡墨为主，辅以青绿点缀，展现出一幅气势磅礴的历史画卷。,地名\山名\禹攻共工國山.png
嶧臯之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多金玉,其下多白堊,嶧臯之水出焉,",prompt: 一座名为嶧臯的山，山上盛产金矿和玉石，山下则覆盖着白色的白垩土。山中有一条清澈的河流蜿蜒而出，河流两岸生长着茂密的古树和奇花异草。整幅画面采用传统中国彩色水墨风格绘制，色彩淡雅，笔触细腻，展现出一种宁静而神秘的自然之美。,地名\山名\嶧臯之山.png
堯光之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其陽多玉,其隂多金,有獸焉,","prompt: 堯光之山，其陽多玉,其隂多金,有獸焉。请绘制一座雄伟的山脉，山的南面遍布着璀璨的玉石矿藏，北面则蕴藏着丰富的黄金矿脉。在山中，有一只神秘的异兽，形态奇特，或为鹿身、虎尾、豹头，身上覆盖着五彩斑斓的毛发，在阳光下闪烁着奇异的光芒。整个画面采用传统中国美学的彩色水墨风格，色彩鲜艳而柔和，线条流畅且富有韵律感，展现出一种梦幻般的氛围。背景可以加入一些云雾缭绕的效果，增添几分神秘感。",地名\山名\堯光之山.png
依軲之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多杻橿多苴,有獸焉,","prompt: 依軲之山，其上多杻橿多苴,有兽焉。请描绘一座雄伟的山脉，山上长满了杻树和橿树，这些树木枝繁叶茂，郁郁葱葱。在树林中，有一只神秘的野兽正在潜行，它的形象可以自由发挥，但要体现出一种古老而神秘的气息。整幅画面采用传统中国美学的彩色水墨风格，色彩以青绿为主，辅以淡雅的棕色和灰色，展现出山林的宁静与祥和。",地名\山名\依軲之山.png
禺槀之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"多怪獸,多大蛇,",prompt: 禺槀之山，山中怪兽众多，大蛇盘踞，画面以传统中国美学的彩色水墨风格呈现，山峦起伏，云雾缭绕，各种奇异怪兽在山林间穿梭，其中几条巨大的蛇蜿蜒于山石之间，色彩斑斓，形态各异。,地名\山名\禺槀之山.png
嬰侯之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多封石,其下多赤錫,",prompt: 嬰侯之山，山体雄伟壮丽，山顶覆盖着奇异的封石，色彩斑斓，形态各异，仿佛是自然界的神秘印章。山脚下则是赤錫矿脉，呈现出鲜艳的红色光泽，在阳光下闪烁着诱人的光芒。整座山峰被茂密的古树环绕，山间云雾缭绕，宛如仙境。采用古代插画风格和传统中国美学的彩色水墨风格描绘，画面中融入神话元素，展现出嬰侯之山的独特魅力。,地名\山名\嬰侯之山.png
炎火之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"投物輒然,",prompt：炎火之山，投物輒然，山体被熊熊烈火覆盖，任何投入其中的物体都会立刻燃烧起来。山峰峻峭，烟雾缭绕，火焰在山间跳跃，如同一条条火龙盘旋。周围是荒凉的岩石和焦黑的土地，天空中弥漫着浓厚的烟云，呈现出一种神秘而恐怖的氛围。采用传统中国美学的彩色水墨风格，画面色彩以红、橙、黄为主，辅以黑色和灰色，展现出炎火之山的独特魅力。,地名\山名\炎火之山.png
陽華之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其陽多金玉,其隂多青雄黄,其草多藷藇多苦莘,楊水出焉,門水出焉,𦁎姑之水出于其隂,其上多銅,",prompt: 陽華之山，其陽多金玉，其隂多青雄黄，其草多藷藇多苦莘，楊水出焉，門水出焉，𦁎姑之水出于其隂，其上多銅。请描绘一座宏伟的山脉，阳面覆盖着金色和玉石矿藏，闪耀着光芒；阴面则布满了青色的雄黄石，显得神秘而幽深。山间生长着茂密的藷藇和苦莘草，杨水、门水和𦁎姑之水从山中流出，清澈见底。山顶上铜矿丰富，映射着夕阳的光辉。整体画面采用古代插画风格，结合传统中国美学的彩色水墨技法，展现出一幅充满神秘与自然之美的山水画卷。,地名\山名\陽華之山.png
