名字,名字（拼音）,原文行,相关人物,章节,相关人物（拼音）,关系,relation
柟,nan（柟）,又西九十里，曰夸父之山，其木多椶柟，多竹箭，其獸多㸲牛、羬羊，其鳥多鷩，其陽多玉，其陰多鐵。其北有林焉，名曰桃林，是廣員三百里，其中多馬。湖水出焉，而北流注于河，其中多珚玉。|又東北三百五十里，曰綸山，其木多梓柟，多桃枝，多柤栗橘櫾，其獸多閭麈、麢、㚟。|又東北一百五十里，曰朝歌之山。潕水出焉，東南流注于榮，其中多人魚。其上多梓柟，其獸多麢麋。有草焉，名曰莽草，可以毒魚。|又東六十里，曰瑤碧之山，其木多梓柟，其陰多青䨼，其陽多白金。有鳥焉，其狀如雉，恒食蜚，名曰鴆。|又東南一百八十里，曰暴山，其木多椶柟荊芑竹箭䉋箘，其上多黃金玉，其下多文石鐵，其獸多麋鹿𪊨，就。|又北三百二十里，曰敦薨之山，其上多椶柟，其下多茈草。敦薨之水出焉，而西流注于泑澤。出于崑崙之東北隅，實惟河源。其中多赤鮭，其獸多兕、旄牛，其鳥多鳲鳩。|又東四百里，曰虖勺之山，其上多梓柟，其下多荊杞。滂水出焉，而東流注于海。|又南三百八十里，曰餘峨之山，其上多梓柟，其下多荊芑。雜余之水出焉，東流注于黃水。有獸焉，其狀如菟而鳥喙，鴟目蛇尾，見人則眠，名曰犰狳，其鳴自䚯，見則螽蝗為敗。|又西六十里，曰石脆之山，其木多椶柟，其草多條，其狀如韭，而白華黑實，食之已疥。其陽多㻬琈之玉，其陰多銅。灌水出焉，而北流注于禺水。其中有流赭，以塗牛馬無病。|又西三百五十里，曰天帝之山，上多椶柟，下多菅蕙。有獸焉，其狀如狗，名曰谿邊，席其皮者不蠱。有鳥焉，其狀如鶉，黑文而赤翁，名曰櫟，食之已痔。有草焉，其狀如葵，其臭如蘼蕪，名曰杜衡，可以走馬，食之已癭。|又西四百里，曰㕄陽之山，其木多稷、柟、豫章，其獸多犀、兕、虎、犳、㸲牛。|又西二百里，曰符愓之山，其上多椶柟，下多金玉，神江疑居之。是山也，多怪雨，風雲之所出也。,"夸父之山,㸲牛,羬羊,桃林,湖水,竹箭,珚玉,馬,鷩,河,鐵,綸山,桃枝,㚟,麈,閭,麢,櫾,梓,柤,橘,栗,朝歌之山,人魚,潕水,麢,麋,榮,梓,瑤碧之山,白金,青䨼,蜚,鴆,雉,梓,暴山,竹箭,文石,鹿,麋,芑,箘,䉋,玉,金,鐵,敦薨之山,敦薨之水,旄牛,赤鮭,崑崙,泑澤,茈草,兕,鳩,河,虖勺之山,滂水,梓,杞,雜余之水,螽,蝗,蛇,鴟,梓,芑,石脆之山,㻬琈之玉,禺水,灌水,流赭,馬,牛,韭,條,疥,銅,天帝之山,谿邊,杜衡,蘼蕪,狗,馬,櫟,鶉,蕙,菅,葵,癭,痔,蠱,席,㸲牛,豫章,稷,犀,犳,虎,兕,江疑,風,玉,金",中山經;中山經;中山經;中山經;中山經;北山經;南山經;東山經;西山經;西山經;西山經;西山經,"kuafuzhishan（夸父之山）,zuoniu（㸲牛）,qianyang（羬羊）,taolin（桃林）,hushui（湖水）,zhujian（竹箭）,yanyu（珚玉）,ma（馬）,bi（鷩）,he（河）,tie（鐵）,lunshan（綸山）,taozhi（桃枝）,chuo（㚟）,zhu（麈）,lv（閭）,ling（麢）,you（櫾）,zi（梓）,zha（柤）,ju（橘）,li（栗）,chaogezhishan（朝歌之山）,renyu（人魚）,wushui（潕水）,ling（麢）,mi（麋）,rong（榮）,zi（梓）,yaobizhishan（瑤碧之山）,baijin（白金）,qinghu（青䨼）,fei（蜚）,zhen（鴆）,zhi（雉）,zi（梓）,baoshan（暴山）,zhujian（竹箭）,wenshi（文石）,lu（鹿）,mi（麋）,qi（芑）,jun（箘）,mei（䉋）,yu（玉）,jin（金）,tie（鐵）,dunhongzhishan（敦薨之山）,dunhongzhishui（敦薨之水）,maoniu（旄牛）,chigui（赤鮭）,kunlun（崑崙）,youze（泑澤）,cicao（茈草）,si（兕）,jiu（鳩）,he（河）,hushaozhishan（虖勺之山）,pangshui（滂水）,zi（梓）,qi（杞）,zayuzhishui（雜余之水）,zhong（螽）,huang（蝗）,she（蛇）,chi（鴟）,zi（梓）,qi（芑）,shicuizhishan（石脆之山）,tufuzhiyu（㻬琈之玉）,yushui（禺水）,guanshui（灌水）,liuzhe（流赭）,ma（馬）,niu（牛）,jiu（韭）,tiao（條）,jie（疥）,tong（銅）,tiandizhishan（天帝之山）,xibian（谿邊）,duheng（杜衡）,miwu（蘼蕪）,gou（狗）,ma（馬）,li（櫟）,chun（鶉）,hui（蕙）,jian（菅）,kui（葵）,ying（癭）,zhi（痔）,gu（蠱）,xi（席）,zuoniu（㸲牛）,yuzhang（豫章）,ji（稷）,xi（犀）,zhuo（犳）,hu（虎）,si（兕）,jiangyi（江疑）,feng（風）,yu（玉）,jin（金）","生长,无关,无关,无关,无关,共存,无关,无关,无关,无关,无关,生长于,共存,无关,无关,无关,无关,无关,共存,无关,无关,无关,生长,无关,无关,无关,无关,无关,共存,生长于,无关,无关,无关,无关,无关,共存,生长,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,生长于,生长于,无关,无关,无关,无关,共存,无关,无关,无关,生长于,无关,共存,共存,无关,无关,无关,无关,无关,并列,无关,生长,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,生长于,无关,无关,无关,无关,无关,无关,无关,并列,无关,无关,无关,无关,无关,无关,共存,并列,共存,共存,无关,无关,无关,无关,无关,无关,无关","grow,Independent,Independent,Independent,Independent,coexistence,Independent,Independent,Independent,Independent,Independent,Grew up in,coexistence,Independent,Independent,Independent,Independent,Independent,coexistence,Independent,Independent,Independent,grow,Independent,Independent,Independent,Independent,Independent,coexistence,Grew up in,Independent,Independent,Independent,Independent,Independent,coexistence,grow,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Grew up in,Grew up in,Independent,Independent,Independent,Independent,coexistence,Independent,Independent,Independent,Grew up in,Independent,coexistence,coexistence,Independent,Independent,Independent,Independent,Independent,juxtaposition,Independent,grow,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Grew up in,Independent,Independent,Independent,Independent,Independent,Independent,Independent,juxtaposition,Independent,Independent,Independent,Independent,Independent,Independent,coexistence,juxtaposition,coexistence,coexistence,Independent,Independent,Independent,Independent,Independent,Independent,Independent"
柤,zha（柤）,又東北三百五十里，曰綸山，其木多梓柟，多桃枝，多柤栗橘櫾，其獸多閭麈、麢、㚟。|又東百三十里，曰銅山，其上多金銀鐵，其木多穀柞柤栗橘櫾，其獸多犳。|又東二百里，曰葛山，其上多赤金，其下多瑊石，其木多柤栗橘櫾楢杻，其獸多麢㚟，其草多嘉榮。|又東一百七十里，曰賈超之山，其陽多黃堊，其陰多美赭，其木多柤栗橘櫾，其中多龍脩。|又東南一百二十里，曰洞庭之山，其上多黃金，其下多銀鐵，其木多柤棃橘櫾，其草多葌蘪蕪芍藥芎藭。帝之二女居之，是常遊于江淵，澧沅之風，交瀟湘之淵，是在九江之間，出入必以飄風暴雨。是多怪神，狀如人而載蛇，左右手操蛇。多怪鳥。,"綸山,桃枝,㚟,麈,閭,麢,櫾,梓,橘,栗,柟,銅山,犳,櫾,柞,橘,栗,銀,金,鐵,葛山,嘉榮,赤金,瑊石,㚟,麢,楢,櫾,橘,栗,杻,賈超之山,龍脩,美赭,櫾,橘,栗,堊,帝之二女,洞庭之山,瀟湘之淵,澧沅之風,怪神,怪鳥,九江,蘪蕪,芍藥,飄風,暴雨,蛇,櫾,橘,銀,金,鐵",中山經;中山經;中山經;中山經;中山經,"lunshan（綸山）,taozhi（桃枝）,chuo（㚟）,zhu（麈）,lv（閭）,ling（麢）,you（櫾）,zi（梓）,ju（橘）,li（栗）,nan（柟）,tongshan（銅山）,zhuo（犳）,you（櫾）,zha（柞）,ju（橘）,li（栗）,yin（銀）,jin（金）,tie（鐵）,geshan（葛山）,jiarong（嘉榮）,chijin（赤金）,jianshi（瑊石）,chuo（㚟）,ling（麢）,you（楢）,you（櫾）,ju（橘）,li（栗）,chou（杻）,jiachaozhishan（賈超之山）,longxiu（龍脩）,meizhe（美赭）,you（櫾）,ju（橘）,li（栗）,e（堊）,dizhiernv（帝之二女）,dongtingzhishan（洞庭之山）,xiaoxiangzhiyuan（瀟湘之淵）,liyuanzhifeng（澧沅之風）,guaishen（怪神）,guainiao（怪鳥）,jiujiang（九江）,meiwu（蘪蕪）,shaoyao（芍藥）,piaofeng（飄風）,baoyu（暴雨）,she（蛇）,you（櫾）,ju（橘）,yin（銀）,jin（金）,tie（鐵）","生长,无关,无关,无关,无关,无关,并列,无关,并列,并列,无关,存在,共存,并列,并列,并列,并列,无关,无关,无关,生长,无关,无关,共存,无关,无关,并列,并列,并列,并列,并列,生长,共存,无关,并列,并列,并列,无关,无关,生长,无关,无关,无关,无关,无关,并列,无关,无关,无关,无关,并列,并列,无关,无关,无关","grow,Independent,Independent,Independent,Independent,Independent,juxtaposition,Independent,juxtaposition,juxtaposition,Independent,exist,coexistence,juxtaposition,juxtaposition,juxtaposition,juxtaposition,Independent,Independent,Independent,grow,Independent,Independent,coexistence,Independent,Independent,juxtaposition,juxtaposition,juxtaposition,juxtaposition,juxtaposition,grow,coexistence,Independent,juxtaposition,juxtaposition,juxtaposition,Independent,Independent,grow,Independent,Independent,Independent,Independent,Independent,juxtaposition,Independent,Independent,Independent,Independent,juxtaposition,juxtaposition,Independent,Independent,Independent"
柴桑之山,chaisangzhishan（柴桑之山）,又南九十里，曰柴桑之山，其上多銀，其下多碧，多汵石赭，其木多柳芑楮桑，其獸多麋鹿，多白蛇飛蛇。,"飛蛇,白蛇,汵石,鹿,麋,芑,楮,銀,赭,碧",中山經,"feishe（飛蛇）,baishe（白蛇）,ganshi（汵石）,lu（鹿）,mi（麋）,qi（芑）,chu（楮）,yin（銀）,zhe（赭）,bi（碧）","存在,存在,存在,存在,存在,生长,生长,存在,存在,包含","exist,exist,exist,exist,exist,grow,grow,exist,exist,embody"
柸,pei（柸）,犬封國曰犬戎國，狀如犬。有一女子，方跪進柸食。有文馬，縞身朱鬣，目若黃金，名曰吉量，乘之壽千歲。,"犬封國,犬戎國,文馬,吉量,若,金",海內北經,"quanfengguo（犬封國）,quanrongguo（犬戎國）,wenma（文馬）,jiliang（吉量）,ruo（若）,jin（金）","进,无关,无关,无关,无关,无关","enter,Independent,Independent,Independent,Independent,Independent"
栒,xun（栒）,又東四百里，曰蛇山，其上多黃金，其下多堊，其木多栒，多豫樟，其草多嘉榮、少辛。有獸焉，其狀如狐，而白尾長耳，名𤜣狼，見則國內有兵。|又北百里，曰繡山，其上有玉、青碧，其木多栒，其草多芍藥、芎窮。洧水出焉，而東流注于河。其中有鱯、黽。,"𤜣狼,蛇山,嘉榮,少辛,狐,堊,金,繡山,洧水,芎窮,芍藥,青碧,鱯,黽,河,玉",中山經;北山經,"shilang（𤜣狼）,sheshan（蛇山）,jiarong（嘉榮）,shaoxin（少辛）,hu（狐）,e（堊）,jin（金）,xiushan（繡山）,weishui（洧水）,qiongqiong（芎窮）,shaoyao（芍藥）,qingbi（青碧）,hu（鱯）,mian（黽）,he（河）,yu（玉）","无关,生长,共存,无关,无关,无关,无关,生长,无关,共存,共存,无关,无关,无关,无关,无关","Independent,grow,coexistence,Independent,Independent,Independent,Independent,grow,Independent,coexistence,coexistence,Independent,Independent,Independent,Independent,Independent"
栒狀之山,xunzhuangzhishan（栒狀之山）,又南三百里，曰栒狀之山，其上多金玉，其下多青碧石。有獸焉，其狀如犬，六足，其名曰從從，其鳴自詨。有鳥焉，其狀如鷄而鼠毛，其名曰䖪鼠，見則其邑大早。𣲵水出焉，而北流注于湖水。其中多箴魚，其狀如鯈，其喙如箴，食之無疫疾。,"從從,箴魚,𣲵水,湖水,疫疾,青碧,犬,鼠,鷄,毛,玉,金,石",東山經,"congcong（從從）,zhenyu（箴魚）,zhishui（𣲵水）,hushui（湖水）,yiji（疫疾）,qingbi（青碧）,quan（犬）,shu（鼠）,ji（鷄）,mao（毛）,yu（玉）,jin（金）,shi（石）","存在,包含,流出,注入,无关,存在,包含,无关,无关,无关,存在,存在,存在","exist,embody,outflow,inject,Independent,exist,embody,Independent,Independent,Independent,exist,exist,exist"
栗,li（栗）,又東北三百五十里，曰綸山，其木多梓柟，多桃枝，多柤栗橘櫾，其獸多閭麈、麢、㚟。|又東百三十里，曰銅山，其上多金銀鐵，其木多穀柞柤栗橘櫾，其獸多犳。|又東二百里，曰葛山，其上多赤金，其下多瑊石，其木多柤栗橘櫾楢杻，其獸多麢㚟，其草多嘉榮。|又東一百七十里，曰賈超之山，其陽多黃堊，其陰多美赭，其木多柤栗橘櫾，其中多龍脩。,"綸山,桃枝,㚟,麈,閭,麢,櫾,梓,柤,橘,柟,銅山,犳,櫾,柞,柤,橘,銀,金,鐵,葛山,嘉榮,赤金,瑊石,㚟,麢,楢,櫾,柤,橘,杻,賈超之山,龍脩,美赭,櫾,柤,橘,堊",中山經;中山經;中山經;中山經,"lunshan（綸山）,taozhi（桃枝）,chuo（㚟）,zhu（麈）,lv（閭）,ling（麢）,you（櫾）,zi（梓）,zha（柤）,ju（橘）,nan（柟）,tongshan（銅山）,zhuo（犳）,you（櫾）,zha（柞）,zha（柤）,ju（橘）,yin（銀）,jin（金）,tie（鐵）,geshan（葛山）,jiarong（嘉榮）,chijin（赤金）,jianshi（瑊石）,chuo（㚟）,ling（麢）,you（楢）,you（櫾）,zha（柤）,ju（橘）,chou（杻）,jiachaozhishan（賈超之山）,longxiu（龍脩）,meizhe（美赭）,you（櫾）,zha（柤）,ju（橘）,e（堊）","生长,无关,无关,共存,无关,无关,并列,无关,共存,共存,无关,生长,无关,并列,无关,并列,并列,无关,无关,无关,生长,无关,无关,无关,无关,无关,无关,并列,共存,并列,并列,生长,无关,无关,并列,并列,并列,无关","grow,Independent,Independent,coexistence,Independent,Independent,juxtaposition,Independent,coexistence,coexistence,Independent,grow,Independent,juxtaposition,Independent,juxtaposition,juxtaposition,Independent,Independent,Independent,grow,Independent,Independent,Independent,Independent,Independent,Independent,juxtaposition,coexistence,juxtaposition,juxtaposition,grow,Independent,Independent,juxtaposition,juxtaposition,juxtaposition,Independent"
栗廣之野,liguangzhiye（栗廣之野）,有神十人，名曰女媧之腸，化為神，處栗廣之野。橫道而處。,女媧之腸,大荒西經,nvwazhichang（女媧之腸）,处,place
栯木,youmu（栯木）,又東三十里，曰泰室之山。其上有木焉，葉狀如蔾而赤理，其名曰栯木，服者不妬。有草焉，其狀如𦬸，白華黑實，澤如蘡薁，其名曰䔄草，服之不昧，上多美石。,"泰室之山,䔄草,蘡薁,美石,服,𦬸,妬,昧",中山經,"taishizhishan（泰室之山）,yaocao（䔄草）,yingyu（蘡薁）,meishi（美石）,fu（服）,zhu（𦬸）,du（妬）,mei（昧）","位于,无关,无关,无关,服用,无关,无关,无关","situated,Independent,Independent,Independent,Taking,Independent,Independent,Independent"
桂,gui（桂）,南山經之首曰䧿山。其首曰招搖之山，臨于西海之上，多桂，多金玉。有草焉，其狀如韭而青花，其名曰祝餘，食之不飢。有木焉，其狀如穀而黑理，其花四照，其名曰迷穀，佩之不迷。有獸焉，其狀如禺而白耳，伏行人走，其名曰狌狌，食之善走。麗𪊨之水出焉，而西流注于海，其中多育沛，佩之無瘕疾。|西南三百八十里，曰皋塗之山，薔水出焉，西流注于諸資之水，塗水出焉，南流注于集獲之水。其陽多丹粟，其陰多銀、黃金，其上多桂木。有白石焉，其名曰礜，可以毒鼠。有草焉，其狀如槀茇，其葉如葵而赤背，名曰無條，可以毒鼠。有獸焉，其狀如鹿而白尾，馬足人手而四角，名曰𤣎如。有鳥焉，其狀如鴟而人足，名曰數斯，食之已癭。,"南山經之首,麗𪊨之水,育沛,狌狌,䧿山,西海,祝餘,瘕疾,禺,韭,玉,金,諸資之水,集獲之水,𤣎如,數斯,塗水,薔水,無條,槀茇,丹粟,鹿,馬,鼠,鴟,葵,癭,銀,礜,金,石",南山經;西山經,"nanshanjingzhishou（南山經之首）,li𪊨zhishui（麗𪊨之水）,yupei（育沛）,shengsheng（狌狌）,queshan（䧿山）,xihai（西海）,zhuyu（祝餘）,jiaji（瘕疾）,yu（禺）,jiu（韭）,yu（玉）,jin（金）,zhuzizhishui（諸資之水）,jihuozhishui（集獲之水）,yingru（𤣎如）,shusi（數斯）,tushui（塗水）,qiangshui（薔水）,wutiao（無條）,gaoba（槀茇）,dansu（丹粟）,lu（鹿）,ma（馬）,shu（鼠）,chi（鴟）,kui（葵）,ying（癭）,yin（銀）,yu（礜）,jin（金）,shi（石）","无关,无关,无关,无关,生长,临于,无关,无关,无关,无关,无关,共存,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关","Independent,Independent,Independent,Independent,grow,Approach,Independent,Independent,Independent,Independent,Independent,coexistence,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent"
桂山,guishan（桂山）,有芒山。有桂山。有榣山。其上有人，號曰太子長琴。顓頊生老童，老童生祝融，祝融生太子長琴，是處搖山，始作樂風。|有桃山。有䖟山。有桂山。有于土山。|南海之內有衡山。有菌山。有桂山。有山名三天子之都。,"太子長琴,樂風,祝融,老童,芒山,于土山,桃山,䖟山,三天子之都,衡山,菌山,南海",大荒西經;大荒西經;海內經,"taizizhangqin（太子長琴）,lefeng（樂風）,zhurong（祝融）,laotong（老童）,mangshan（芒山）,yutushan（于土山）,taoshan（桃山）,mangshan（䖟山）,santianzizhidou（三天子之都）,hengshan（衡山）,junshan（菌山）,nanhai（南海）","无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,包含","Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,embody"
桂竹,guizhu（桂竹）,又東南五十里，曰雲山，無草木。有桂竹，甚毒，傷人必死。其上多黃金，其下多㻬琈之玉。,"㻬琈之玉,雲山,金",中山經,"tufuzhiyu（㻬琈之玉）,yunshan（雲山）,jin（金）","共存,生长,无关","coexistence,grow,Independent"
桂陽,guiyang（桂陽）,岷三江：首…大江出汶山，北江出曼山，南江出高山。高山在城都西。入海，在長州南。浙江出三天子都，在其東。在閩西北，入海，餘暨南。廬江出三天子都，入江，彭澤西。一曰天子鄣。淮水出餘山，餘山在朝陽東，義鄉西，入海，淮浦北。湘水出舜葬東南陬，西環之。入洞庭下。一曰東南西澤。漢水出鮒魚之山，帝顓頊葬于陽，九嬪葬于陰，四蛇衛之。濛水出漢陽西，入江，聶陽西。溫水出崆峒，崆峒山在臨汾南，入河，華陽北。潁水出少室，少室山在雍氏南，入淮西鄢北。一曰緱氏。汝水出天息山，在梁勉鄉西南，入淮極西北。一曰淮在期思北。涇水出長城北山，山在郁郅長垣北，北入渭，戲北。渭水出鳥鼠同穴山，東注河，入華陰北。白水出蜀，而東南注江，入江州城下。沅水山出象郡鐔城西，入東注江，入下雋西，合洞庭中。贛水出聶都東山，東北注江，入彭澤西。泗水出吳東北而南，西南過湖陵西，而東南注東海，入淮陰北。鬱水出象郡，而西南注南海，入須陵東南。肄水出臨晉西南，而東南注海，入番禺西。潢水出桂陽西北山，東南注肄水，入敦浦西。洛水出洛西山，東北注河，入成皋之西。汾水出上窳北，而西南注河，入皮氏南。沁水出井陘山東，東南注河，入懷東南。濟水出共山南東丘，絕鉅鹿澤，注渤海，入齊琅槐東北。潦水出衛皋東，東南注渤海，入潦陽。虖沱水出晉陽城南，而西至陽曲北，而東注渤海，入越章武北。漳水出山陽東，東注渤海，入章武南。,"長城北山,鮒魚之山,三天子都,象郡鐔城,帝顓頊,天息山,天子鄣,井陘山,洛西山,岷三江,鉅鹿澤,江州城,番禺,四蛇,餘山,東丘,洞庭,共山,崆峒,曼山,渭水,湘水,沅水,肄水,浙江,漳水,大江,汾水,淮浦,淮水,潢水,漢水,北江,涇水,廬江,洛水,潦水,濛水,白水,南江,沁水,汝水,泗水,彭澤,東海,渤海,南海,城都,下雋,須陵,陽曲,雍氏,郁郅,章武,長垣,朝陽,長州,敦浦,緱氏,湖陵,漢陽,華陽,晉陽,臨汾,琅槐,臨晉,潦陽,聶都,聶陽,皮氏,期思,上窳,山陽,舜,鼠,環,蜀,河,濟,鄢,懷,閩,齊",海內東經,"zhangchengbeishan（長城北山）,fuyuzhishan（鮒魚之山）,santianzidou（三天子都）,xiangjunxincheng（象郡鐔城）,dizhuanxu（帝顓頊）,tianxishan（天息山）,tianzizhang（天子鄣）,jingxingshan（井陘山）,luoxishan（洛西山）,minsanjiang（岷三江）,juluze（鉅鹿澤）,jiangzhoucheng（江州城）,panyu（番禺）,sishe（四蛇）,yushan（餘山）,dongqiu（東丘）,dongting（洞庭）,gongshan（共山）,kongdong（崆峒）,manshan（曼山）,weishui（渭水）,xiangshui（湘水）,yuanshui（沅水）,yishui（肄水）,zhejiang（浙江）,zhangshui（漳水）,dajiang（大江）,fenshui（汾水）,huaipu（淮浦）,huaishui（淮水）,huangshui（潢水）,hanshui（漢水）,beijiang（北江）,jingshui（涇水）,lujiang（廬江）,luoshui（洛水）,laoshui（潦水）,mengshui（濛水）,baishui（白水）,nanjiang（南江）,qinshui（沁水）,rushui（汝水）,sishui（泗水）,pengze（彭澤）,donghai（東海）,bohai（渤海）,nanhai（南海）,chengdou（城都）,xiajuan（下雋）,xuling（須陵）,yangqu（陽曲）,yongshi（雍氏）,yuzhi（郁郅）,zhangwu（章武）,zhangyuan（長垣）,chaoyang（朝陽）,zhangzhou（長州）,dunpu（敦浦）,goushi（緱氏）,huling（湖陵）,hanyang（漢陽）,huayang（華陽）,jinyang（晉陽）,linfen（臨汾）,langhuai（琅槐）,linjin（臨晉）,laoyang（潦陽）,niedou（聶都）,nieyang（聶陽）,pishi（皮氏）,qisi（期思）,shangyu（上窳）,shanyang（山陽）,shun（舜）,shu（鼠）,huan（環）,shu（蜀）,he（河）,ji（濟）,yan（鄢）,huai（懷）,min（閩）,qi（齊）","无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,流出,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,流入,无关,无关,无关,无关,无关,无关,无关,无关,流入,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,东南注,无关,无关","Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,outflow,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,inflow,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,inflow,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Flowing southeast,Independent,Independent"
