名字,原文行,相关人物,章节
求如之山,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"諸毗之水,水馬,滑魚,滑水,梧,牛,鱓,疣,玉,銅",北山經
諸毗之水,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,水馬,滑魚,滑水,梧,牛,鱓,疣,玉,銅",北山經
水馬,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,諸毗之水,滑魚,滑水,梧,牛,鱓,疣,玉,銅",北山經
滑魚,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,諸毗之水,水馬,滑水,梧,牛,鱓,疣,玉,銅",北山經
滑水,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,諸毗之水,水馬,滑魚,梧,牛,鱓,疣,玉,銅",北山經
梧,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,諸毗之水,水馬,滑魚,滑水,牛,鱓,疣,玉,銅",北山經
牛,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,諸毗之水,水馬,滑魚,滑水,梧,鱓,疣,玉,銅",北山經
鱓,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,諸毗之水,水馬,滑魚,滑水,梧,牛,疣,玉,銅",北山經
疣,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,諸毗之水,水馬,滑魚,滑水,梧,牛,鱓,玉,銅",北山經
玉,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,諸毗之水,水馬,滑魚,滑水,梧,牛,鱓,疣,銅",北山經
銅,又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。,"求如之山,諸毗之水,水馬,滑魚,滑水,梧,牛,鱓,疣,玉",北山經
芘湖之水,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"䑏䟽,儵魚,帶山,彭水,青碧,馬,烏,鷄,鵲,憂,疽,毛,玉",北山經
䑏䟽,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,儵魚,帶山,彭水,青碧,馬,烏,鷄,鵲,憂,疽,毛,玉",北山經
儵魚,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,帶山,彭水,青碧,馬,烏,鷄,鵲,憂,疽,毛,玉",北山經
帶山,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,彭水,青碧,馬,烏,鷄,鵲,憂,疽,毛,玉",北山經
彭水,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,青碧,馬,烏,鷄,鵲,憂,疽,毛,玉",北山經
青碧,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,彭水,馬,烏,鷄,鵲,憂,疽,毛,玉",北山經
馬,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,彭水,青碧,烏,鷄,鵲,憂,疽,毛,玉",北山經
烏,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,彭水,青碧,馬,鷄,鵲,憂,疽,毛,玉",北山經
鷄,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,彭水,青碧,馬,烏,鵲,憂,疽,毛,玉",北山經
鵲,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,彭水,青碧,馬,烏,鷄,憂,疽,毛,玉",北山經
憂,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,彭水,青碧,馬,烏,鷄,鵲,疽,毛,玉",北山經
疽,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,彭水,青碧,馬,烏,鷄,鵲,憂,毛,玉",北山經
毛,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,彭水,青碧,馬,烏,鷄,鵲,憂,疽,玉",北山經
玉,又北三百里，曰帶山，其上多玉，其下多青碧。有獸焉，其狀如馬，一角有錯，其名曰䑏䟽，可以辟火。有鳥焉，其狀如烏，五彩而赤文，名曰鵸鵌，是自為牝牡，食之不疽。彭水出焉，而西流注于芘湖之水，其中多儵魚，其狀如鷄而赤毛，三尾、六足、四首，其音如鵲，食之可以已憂。,"芘湖之水,䑏䟽,儵魚,帶山,彭水,青碧,馬,烏,鷄,鵲,憂,疽,毛",北山經
何羅之魚,又北四百里，曰譙明之山，譙水出焉，西流注于河。其中多何羅之魚，一首而十身，其音如吠犬，食之已癰。有獸焉，其狀如貆而赤豪，其音如榴榴，名曰孟槐，可以禦凶。是山也，無草木，多青雄黃。,"譙明之山,榴榴,孟槐,譙水,貆,犬,河,癰",北山經
譙明之山,又北四百里，曰譙明之山，譙水出焉，西流注于河。其中多何羅之魚，一首而十身，其音如吠犬，食之已癰。有獸焉，其狀如貆而赤豪，其音如榴榴，名曰孟槐，可以禦凶。是山也，無草木，多青雄黃。,"何羅之魚,榴榴,孟槐,譙水,貆,犬,河,癰",北山經
榴榴,又北四百里，曰譙明之山，譙水出焉，西流注于河。其中多何羅之魚，一首而十身，其音如吠犬，食之已癰。有獸焉，其狀如貆而赤豪，其音如榴榴，名曰孟槐，可以禦凶。是山也，無草木，多青雄黃。,"何羅之魚,譙明之山,孟槐,譙水,貆,犬,河,癰",北山經
孟槐,又北四百里，曰譙明之山，譙水出焉，西流注于河。其中多何羅之魚，一首而十身，其音如吠犬，食之已癰。有獸焉，其狀如貆而赤豪，其音如榴榴，名曰孟槐，可以禦凶。是山也，無草木，多青雄黃。,"何羅之魚,譙明之山,榴榴,譙水,貆,犬,河,癰",北山經
譙水,又北四百里，曰譙明之山，譙水出焉，西流注于河。其中多何羅之魚，一首而十身，其音如吠犬，食之已癰。有獸焉，其狀如貆而赤豪，其音如榴榴，名曰孟槐，可以禦凶。是山也，無草木，多青雄黃。,"何羅之魚,譙明之山,榴榴,孟槐,貆,犬,河,癰",北山經
貆,又北四百里，曰譙明之山，譙水出焉，西流注于河。其中多何羅之魚，一首而十身，其音如吠犬，食之已癰。有獸焉，其狀如貆而赤豪，其音如榴榴，名曰孟槐，可以禦凶。是山也，無草木，多青雄黃。,"何羅之魚,譙明之山,榴榴,孟槐,譙水,犬,河,癰",北山經
犬,又北四百里，曰譙明之山，譙水出焉，西流注于河。其中多何羅之魚，一首而十身，其音如吠犬，食之已癰。有獸焉，其狀如貆而赤豪，其音如榴榴，名曰孟槐，可以禦凶。是山也，無草木，多青雄黃。,"何羅之魚,譙明之山,榴榴,孟槐,譙水,貆,河,癰",北山經
河,又北四百里，曰譙明之山，譙水出焉，西流注于河。其中多何羅之魚，一首而十身，其音如吠犬，食之已癰。有獸焉，其狀如貆而赤豪，其音如榴榴，名曰孟槐，可以禦凶。是山也，無草木，多青雄黃。,"何羅之魚,譙明之山,榴榴,孟槐,譙水,貆,犬,癰",北山經
癰,又北四百里，曰譙明之山，譙水出焉，西流注于河。其中多何羅之魚，一首而十身，其音如吠犬，食之已癰。有獸焉，其狀如貆而赤豪，其音如榴榴，名曰孟槐，可以禦凶。是山也，無草木，多青雄黃。,"何羅之魚,譙明之山,榴榴,孟槐,譙水,貆,犬,河",北山經
鰼鰼之魚,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"涿光之山,囂水,羊,麢,蕃,鵲,羽,河,橿,松,癉",北山經
涿光之山,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,囂水,羊,麢,蕃,鵲,羽,河,橿,松,癉",北山經
囂水,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,涿光之山,羊,麢,蕃,鵲,羽,河,橿,松,癉",北山經
羊,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,涿光之山,囂水,麢,蕃,鵲,羽,河,橿,松,癉",北山經
麢,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,涿光之山,囂水,羊,蕃,鵲,羽,河,橿,松,癉",北山經
蕃,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,涿光之山,囂水,羊,麢,鵲,羽,河,橿,松,癉",北山經
鵲,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,涿光之山,囂水,羊,麢,蕃,羽,河,橿,松,癉",北山經
羽,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,涿光之山,囂水,羊,麢,蕃,鵲,河,橿,松,癉",北山經
河,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,涿光之山,囂水,羊,麢,蕃,鵲,羽,橿,松,癉",北山經
橿,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,涿光之山,囂水,羊,麢,蕃,鵲,羽,河,松,癉",北山經
松,又北三百五十里，曰涿光之山，囂水出焉，而西流注于河。其中多鰼鰼之魚，其狀如鵲而十翼，鱗皆在羽端，其音如鵲，可以禦火，食之不癉。其上多松柏，其下多椶橿，其獸多麢羊，其鳥多蕃。,"鰼鰼之魚,涿光之山,囂水,羊,麢,蕃,鵲,羽,河,橿,癉",北山經
