名字,原文行,相关人物,章节,关系,名字（拼音）,相关人物（拼音）
梅,又東北三百里，曰岷山，江水出焉，東北流注于海，其中多良龜，多鼉。其上多金玉，其下多白珉，其木多梅棠，其獸多犀象，多夔牛，其鳥多翰鷩。,"夔牛,岷山,江水,白珉,犀,象,鷩,翰,龜,鼉,棠,玉,金",中山經,"无关,生长,无关,无关,共存,无关,无关,无关,无关,无关,并列,无关,无关",mei（梅）,"kuiniu（夔牛）,minshan（岷山）,jiangshui（江水）,baimin（白珉）,xi（犀）,xiang（象）,bi（鷩）,han（翰）,gui（龜）,tuo（鼉）,tang（棠）,yu（玉）,jin（金）"
棠,又東北三百里，曰岷山，江水出焉，東北流注于海，其中多良龜，多鼉。其上多金玉，其下多白珉，其木多梅棠，其獸多犀象，多夔牛，其鳥多翰鷩。,"夔牛,岷山,江水,白珉,犀,象,鷩,翰,龜,鼉,梅,玉,金",中山經,"无关,生长,无关,无关,共存,无关,无关,无关,无关,无关,并列,无关,无关",tang（棠）,"kuiniu（夔牛）,minshan（岷山）,jiangshui（江水）,baimin（白珉）,xi（犀）,xiang（象）,bi（鷩）,han（翰）,gui（龜）,tuo（鼉）,mei（梅）,yu（玉）,jin（金）"
玉,又東北三百里，曰岷山，江水出焉，東北流注于海，其中多良龜，多鼉。其上多金玉，其下多白珉，其木多梅棠，其獸多犀象，多夔牛，其鳥多翰鷩。,"夔牛,岷山,江水,白珉,犀,象,鷩,翰,龜,鼉,梅,棠,金",中山經,"无关,存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,共存",yu（玉）,"kuiniu（夔牛）,minshan（岷山）,jiangshui（江水）,baimin（白珉）,xi（犀）,xiang（象）,bi（鷩）,han（翰）,gui（龜）,tuo（鼉）,mei（梅）,tang（棠）,jin（金）"
金,又東北三百里，曰岷山，江水出焉，東北流注于海，其中多良龜，多鼉。其上多金玉，其下多白珉，其木多梅棠，其獸多犀象，多夔牛，其鳥多翰鷩。,"夔牛,岷山,江水,白珉,犀,象,鷩,翰,龜,鼉,梅,棠,玉",中山經,"无关,存在,无关,共存,无关,无关,无关,无关,无关,无关,无关,无关,共存",jin（金）,"kuiniu（夔牛）,minshan（岷山）,jiangshui（江水）,baimin（白珉）,xi（犀）,xiang（象）,bi（鷩）,han（翰）,gui（龜）,tuo（鼉）,mei（梅）,tang（棠）,yu（玉）"
崍山,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"大江,江水,空奪,麈,麋,柘,檀,薤,葯,韭,金",中山經,"注入,出,生长,存在,存在,生长,生长,生长,存在,生长,存在",laishan（崍山）,"dajiang（大江）,jiangshui（江水）,kongduo（空奪）,zhu（麈）,mi（麋）,zhe（柘）,tan（檀）,xie（薤）,yao（葯）,jiu（韭）,jin（金）"
大江,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,江水,空奪,麈,麋,柘,檀,薤,葯,韭,金",中山經,"流注,流入,无关,无关,无关,无关,无关,无关,无关,无关,无关",dajiang（大江）,"laishan（崍山）,jiangshui（江水）,kongduo（空奪）,zhu（麈）,mi（麋）,zhe（柘）,tan（檀）,xie（薤）,yao（葯）,jiu（韭）,jin（金）"
江水,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,空奪,麈,麋,柘,檀,薤,葯,韭,金",中山經,"出,注入,无关,无关,无关,无关,无关,无关,无关,无关,无关",jiangshui（江水）,"laishan（崍山）,dajiang（大江）,kongduo（空奪）,zhu（麈）,mi（麋）,zhe（柘）,tan（檀）,xie（薤）,yao（葯）,jiu（韭）,jin（金）"
空奪,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,江水,麈,麋,柘,檀,薤,葯,韭,金",中山經,"生长,无关,无关,无关,无关,无关,无关,无关,并列,无关,无关",kongduo（空奪）,"laishan（崍山）,dajiang（大江）,jiangshui（江水）,zhu（麈）,mi（麋）,zhe（柘）,tan（檀）,xie（薤）,yao（葯）,jiu（韭）,jin（金）"
麈,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,江水,空奪,麋,柘,檀,薤,葯,韭,金",中山經,"存在,无关,无关,无关,并列,无关,无关,无关,无关,无关,无关",zhu（麈）,"laishan（崍山）,dajiang（大江）,jiangshui（江水）,kongduo（空奪）,mi（麋）,zhe（柘）,tan（檀）,xie（薤）,yao（葯）,jiu（韭）,jin（金）"
麋,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,江水,空奪,麈,柘,檀,薤,葯,韭,金",中山經,"存在,无关,无关,无关,并列,无关,无关,无关,无关,无关,无关",mi（麋）,"laishan（崍山）,dajiang（大江）,jiangshui（江水）,kongduo（空奪）,zhu（麈）,zhe（柘）,tan（檀）,xie（薤）,yao（葯）,jiu（韭）,jin（金）"
柘,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,江水,空奪,麈,麋,檀,薤,葯,韭,金",中山經,"生长,无关,无关,无关,无关,无关,并列,无关,无关,无关,无关",zhe（柘）,"laishan（崍山）,dajiang（大江）,jiangshui（江水）,kongduo（空奪）,zhu（麈）,mi（麋）,tan（檀）,xie（薤）,yao（葯）,jiu（韭）,jin（金）"
檀,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,江水,空奪,麈,麋,柘,薤,葯,韭,金",中山經,"存在,无关,无关,无关,无关,无关,共存,无关,无关,无关,无关",tan（檀）,"laishan（崍山）,dajiang（大江）,jiangshui（江水）,kongduo（空奪）,zhu（麈）,mi（麋）,zhe（柘）,xie（薤）,yao（葯）,jiu（韭）,jin（金）"
薤,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,江水,空奪,麈,麋,柘,檀,葯,韭,金",中山經,"生长,无关,无关,无关,无关,无关,无关,无关,无关,并列,无关",xie（薤）,"laishan（崍山）,dajiang（大江）,jiangshui（江水）,kongduo（空奪）,zhu（麈）,mi（麋）,zhe（柘）,tan（檀）,yao（葯）,jiu（韭）,jin（金）"
葯,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,江水,空奪,麈,麋,柘,檀,薤,韭,金",中山經,"生长,无关,无关,并列,无关,无关,无关,无关,无关,无关,无关",yao（葯）,"laishan（崍山）,dajiang（大江）,jiangshui（江水）,kongduo（空奪）,zhu（麈）,mi（麋）,zhe（柘）,tan（檀）,xie（薤）,jiu（韭）,jin（金）"
韭,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,江水,空奪,麈,麋,柘,檀,薤,葯,金",中山經,"生长,无关,无关,无关,无关,无关,无关,无关,并列,并列,无关",jiu（韭）,"laishan（崍山）,dajiang（大江）,jiangshui（江水）,kongduo（空奪）,zhu（麈）,mi（麋）,zhe（柘）,tan（檀）,xie（薤）,yao（葯）,jin（金）"
金,又東北一百四十里，曰崍山，江水出焉，東流注大江。其陽多黃金，其陰多麋麈，其木多檀柘，其草多薤韭，多葯、空奪。,"崍山,大江,江水,空奪,麈,麋,柘,檀,薤,葯,韭",中山經,"存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关",jin（金）,"laishan（崍山）,dajiang（大江）,jiangshui（江水）,kongduo（空奪）,zhu（麈）,mi（麋）,zhe（柘）,tan（檀）,xie（薤）,yao（葯）,jiu（韭）"
夔牛,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"怪蛇,䲀魚,竊脂,崌山,大江,江水,犀,㚟,麢,兕,鴞,楢,梓,梅,杻",中山經,"无关,无关,无关,居住,无关,无关,共存,共存,共存,共存,无关,无关,无关,无关,无关",kuiniu（夔牛）,"guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
怪蛇,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,䲀魚,竊脂,崌山,大江,江水,犀,㚟,麢,兕,鴞,楢,梓,梅,杻",中山經,"无关,共存,无关,存在,生活在,存在于,无关,无关,无关,无关,无关,无关,无关,无关,无关",guaishe（怪蛇）,"kuiniu（夔牛）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
䲀魚,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,竊脂,崌山,大江,江水,犀,㚟,麢,兕,鴞,楢,梓,梅,杻",中山經,"无关,无关,无关,存在,生活在,生活于,无关,无关,无关,无关,无关,无关,无关,无关,无关",zhiyu（䲀魚）,"kuiniu（夔牛）,guaishe（怪蛇）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
竊脂,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,崌山,大江,江水,犀,㚟,麢,兕,鴞,楢,梓,梅,杻",中山經,"无关,无关,无关,居住,无关,无关,无关,无关,无关,无关,状如,无关,无关,无关,无关",qiezhi（竊脂）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
崌山,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,大江,江水,犀,㚟,麢,兕,鴞,楢,梓,梅,杻",中山經,"存在,存在,存在,存在,注入,流出,存在,存在,存在,存在,无关,生长,生长,生长,生长",jushan（崌山）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
大江,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,崌山,江水,犀,㚟,麢,兕,鴞,楢,梓,梅,杻",中山經,"无关,包含,包含,无关,注入,流入,无关,无关,无关,无关,无关,无关,无关,无关,无关",dajiang（大江）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
江水,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,崌山,大江,犀,㚟,麢,兕,鴞,楢,梓,梅,杻",中山經,"无关,包含,包含,无关,出,流入,存在,无关,无关,无关,无关,生长,无关,无关,无关",jiangshui（江水）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
犀,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,崌山,大江,江水,㚟,麢,兕,鴞,楢,梓,梅,杻",中山經,"共存,无关,无关,无关,栖息,无关,无关,共存,共存,并列,无关,无关,无关,无关,无关",xi（犀）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
㚟,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,崌山,大江,江水,犀,麢,兕,鴞,楢,梓,梅,杻",中山經,"无关,无关,无关,无关,居住,无关,无关,共存,共存,共存,无关,无关,无关,无关,无关",chuo（㚟）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
麢,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,崌山,大江,江水,犀,㚟,兕,鴞,楢,梓,梅,杻",中山經,"无关,无关,无关,无关,栖息,无关,无关,共存,共存,无关,无关,无关,无关,无关,无关",ling（麢）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
兕,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,崌山,大江,江水,犀,㚟,麢,鴞,楢,梓,梅,杻",中山經,"无关,无关,无关,无关,存在,无关,无关,共存,共存,无关,无关,无关,无关,无关,无关",si（兕）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
鴞,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,崌山,大江,江水,犀,㚟,麢,兕,楢,梓,梅,杻",中山經,"无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关",xiao（鴞）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,you（楢）,zi（梓）,mei（梅）,chou（杻）"
楢,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,崌山,大江,江水,犀,㚟,麢,兕,鴞,梓,梅,杻",中山經,"无关,无关,无关,无关,生长,无关,无关,无关,无关,无关,无关,无关,并列,无关,共存",you（楢）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,zi（梓）,mei（梅）,chou（杻）"
梓,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,䲀魚,竊脂,崌山,大江,江水,犀,㚟,麢,兕,鴞,楢,梅,杻",中山經,"无关,无关,无关,无关,生长,无关,无关,无关,无关,无关,无关,无关,无关,共存,无关",zi（梓）,"kuiniu（夔牛）,guaishe（怪蛇）,zhiyu（䲀魚）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,mei（梅）,chou（杻）"
